"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Ohio","FG",1.96,1.96,1.96,1.96,1.87,1.87,1.87,1.87,1.87,1.87,1.75,1.75,1.75,1.75,1.75,1.75,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
"Ohio","FO",3.06,3.06,3.06,3.06,2.82,2.82,2.82,2.82,2.82,2.82,2.47,2.47,2.47,2.47,2.47,2.47,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
"Ohio","FS",7.99,7.99,7.99,7.99,8.1,8.1,8.1,8.1,8.1,8.1,8.22,8.22,8.22,8.22,8.22,8.22,7.17,7.17,7.17,7.17,7.17,7.17,7.17,8.53,8.53,8.53,8.53,8.53,8.53,8.53,8.53,8.53,8.53,8.53
"Ohio","FW",0.64,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.65,0.67,0.67,0.67,0.67,0.67,0.67,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"Oklahoma","Total Forest Land",5701.18,5670.25,5639.31,5608.38,5577.44,5546.51,5515.57,5479.98,5444.38,5408.79,5373.19,5337.6,5302.01,5266.41,5230.82,5189.43,5148.03,5106.64,5065.25,5023.86,4982.46,4941.07,4899.68,4842.79,4785.91,4729.02,4672.14,4615.25,4558.36,4501.48,4849.91,4800.13,4750.35,4700.58
"Oklahoma","FF",5667.39,5636.45,5605.52,5574.58,5543.65,5512.71,5481.78,5448.07,5412.48,5376.88,5341.29,5305.7,5270.1,5234.51,5198.91,5159.71,5118.32,5076.93,5035.54,4994.14,4952.75,4911.36,4869.97,4811.84,4754.95,4698.06,4641.18,4584.29,4527.41,4470.52,4822.82,4773.04,4723.27,4673.49
"Oklahoma","Total Land Converted to Forest Land",33.8,33.8,33.8,33.8,33.8,33.8,33.8,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,29.71,29.71,29.71,29.71,29.71,29.71,29.71,29.71,30.96,30.96,30.96,30.96,30.96,30.96,30.96,27.09,27.09,27.09,27.09
"Oklahoma","CF",6.58,6.58,6.58,6.58,6.58,6.58,6.58,6.21,6.21,6.21,6.21,6.21,6.21,6.21,6.21,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,6.02,6.02,6.02,6.02,6.02,6.02,6.02,5.27,5.27,5.27,5.27
"Oklahoma","GF",21.63,21.63,21.63,21.63,21.63,21.63,21.63,20.41,20.41,20.41,20.41,20.41,20.41,20.41,20.41,19.01,19.01,19.01,19.01,19.01,19.01,19.01,19.01,19.79,19.79,19.79,19.79,19.79,19.79,19.79,17.32,17.32,17.32,17.32
"Oklahoma","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma","SF",4.82,4.82,4.82,4.82,4.82,4.82,4.82,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.41,4.41,4.41,4.41,4.41,4.41,4.41,3.86,3.86,3.86,3.86
"Oklahoma","WF",0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.64,0.64,0.64,0.64
"Oklahoma","Total Forest Land Converted to Land",64.73,64.73,64.73,64.73,64.73,64.73,64.73,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,71.11,71.11,71.11,71.11,71.11,71.11,71.11,71.11,87.84,87.84,87.84,87.84,87.84,87.84,87.84,76.86,76.86,76.86,76.86
"Oklahoma","FC",7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.95,7.95,7.95,7.95,7.95,7.95,7.95,6.96,6.96,6.96,6.96
"Oklahoma","FG",43.06,43.06,43.06,43.06,43.06,43.06,43.06,44.67,44.67,44.67,44.67,44.67,44.67,44.67,44.67,46.58,46.58,46.58,46.58,46.58,46.58,46.58,46.58,55.83,55.83,55.83,55.83,55.83,55.83,55.83,48.85,48.85,48.85,48.85
"Oklahoma","FO",0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,3,3,3,3,3,3,3,2.63,2.63,2.63,2.63
"Oklahoma","FS",13.1,13.1,13.1,13.1,13.1,13.1,13.1,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,19.23,19.23,19.23,19.23,19.23,19.23,19.23,16.82,16.82,16.82,16.82
"Oklahoma","FW",1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.61,1.61,1.61,1.61
"Oklahoma","Total Woodlands Remaining Woodlands",355.8,347.47,339.14,330.81,322.47,314.14,305.81,297.53,288.55,279.57,270.59,261.61,252.63,243.66,234.68,225.76,216.09,206.42,196.75,187.08,177.41,167.73,158.06,146.88,134.99,123.11,111.22,99.33,87.45,75.56,148.47,138.07,127.67,117.27
"Oregon","Total Forest Land",12240.53,12232.06,12223.59,12215.12,12206.65,12198.18,12189.92,12181.65,12173.39,12165.13,12156.87,12148.6,12140.34,12132.08,12123.82,12115.55,12108.89,12102.23,12095.57,12088.91,12082.25,12075.59,12068.93,12062.27,12055.6,12048.94,12108.89,12102.23,12095.57,12088.91,12082.25,12075.59,12068.93,12062.27
"Oregon","FF",12208.11,12199.64,12191.17,12182.7,12174.23,12165.76,12157.7,12149.44,12141.18,12132.92,12124.65,12116.39,12108.13,12099.87,12091.6,12083.34,12076.85,12070.19,12063.53,12056.87,12050.21,12043.55,12036.88,12030.22,12023.56,12016.9,12076.85,12070.19,12063.53,12056.87,12050.21,12043.55,12036.88,12030.22
"Oregon","Total Land Converted to Forest Land",32.42,32.42,32.42,32.42,32.42,32.42,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04
"Oregon","CF",0.81,0.81,0.81,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"Oregon","GF",21.41,21.41,21.41,21.41,21.41,21.41,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16
"Oregon","OF",2.1,2.1,2.1,2.1,2.1,2.1,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07
"Oregon","SF",6.2,6.2,6.2,6.2,6.2,6.2,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14
"Oregon","WF",1.9,1.9,1.9,1.9,1.9,1.9,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
"Oregon","Total Forest Land Converted to Land",40.89,40.89,40.89,40.89,40.89,40.89,40.47,40.47,40.47,40.47,40.47,40.47,40.47,40.47,40.47,40.47,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7
"Oregon","FC",0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
"Oregon","FG",34.55,34.55,34.55,34.55,34.55,34.55,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.12,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14,32.14
"Oregon","FO",1.49,1.49,1.49,1.49,1.49,1.49,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
"Oregon","FS",3.93,3.93,3.93,3.93,3.93,3.93,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38
"Oregon","FW",0.76,0.76,0.76,0.76,0.76,0.76,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
"Oregon","Total Woodlands Remaining Woodlands",31.68,30.73,29.77,28.82,27.86,26.91,34.98,33.78,32.59,31.39,30.2,29,27.8,26.61,25.41,24.22,31.78,28.44,25.09,21.75,18.4,15.06,11.71,8.37,5.02,1.68,31.78,28.44,25.09,21.75,18.4,15.06,11.71,8.37
"Pennsylvania","Total Forest Land",6904.42,6896.89,6889.37,6881.85,6873.99,6866.13,6858.27,6850.41,6842.55,6834.68,6827.64,6820.59,6813.54,6806.49,6799.44,6792.39,6785.34,6776.71,6768.09,6759.46,6750.83,6742.2,6733.58,6724.49,6715.4,6706.31,6697.22,6688.13,6679.04,6724.49,6715.4,6706.31,6697.22,6688.13
"Pennsylvania","FF",6890.83,6883.31,6875.79,6868.26,6860.5,6852.64,6844.78,6836.92,6829.06,6821.2,6816.16,6809.11,6802.06,6795.01,6787.97,6780.92,6773.87,6763.43,6754.81,6746.18,6737.55,6728.93,6720.3,6711.32,6702.23,6693.14,6684.05,6674.96,6665.87,6711.32,6702.23,6693.14,6684.05,6674.96
"Pennsylvania","Total Land Converted to Forest Land",13.59,13.59,13.59,13.59,13.49,13.49,13.49,13.49,13.49,13.49,11.47,11.47,11.47,11.47,11.47,11.47,11.47,13.28,13.28,13.28,13.28,13.28,13.28,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16,13.16
"Pennsylvania","CF",3.86,3.86,3.86,3.86,3.83,3.83,3.83,3.83,3.83,3.83,3.26,3.26,3.26,3.26,3.26,3.26,3.26,3.77,3.77,3.77,3.77,3.77,3.77,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.74
"Pennsylvania","GF",1.09,1.09,1.09,1.09,1.08,1.08,1.08,1.08,1.08,1.08,0.92,0.92,0.92,0.92,0.92,0.92,0.92,1.06,1.06,1.06,1.06,1.06,1.06,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
"Pennsylvania","OF",0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.55,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
"Pennsylvania","SF",7.85,7.85,7.85,7.85,7.79,7.79,7.79,7.79,7.79,7.79,6.63,6.63,6.63,6.63,6.63,6.63,6.63,7.67,7.67,7.67,7.67,7.67,7.67,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61
"Pennsylvania","WF",0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
"Pennsylvania","Total Forest Land Converted to Land",21.11,21.11,21.11,21.11,21.35,21.35,21.35,21.35,21.35,21.35,18.52,18.52,18.52,18.52,18.52,18.52,18.52,21.9,21.9,21.9,21.9,21.9,21.9,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25
"Pennsylvania","FC",7.96,7.96,7.96,7.96,8,8,8,8,8,8,6.9,6.9,6.9,6.9,6.9,6.9,6.9,8.1,8.1,8.1,8.1,8.1,8.1,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15
"Pennsylvania","FG",1.04,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
"Pennsylvania","FO",0.56,0.56,0.56,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.66,0.66,0.66,0.66,0.66,0.66,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77
"Pennsylvania","FS",10.81,10.81,10.81,10.81,10.98,10.98,10.98,10.98,10.98,10.98,9.57,9.57,9.57,9.57,9.57,9.57,9.57,11.36,11.36,11.36,11.36,11.36,11.36,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56
"Pennsylvania","FW",0.74,0.74,0.74,0.74,0.76,0.76,0.76,0.76,0.76,0.76,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.8,0.8,0.8,0.8,0.8,0.8,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
"Rhode Island","Total Forest Land",150.37,150.08,149.79,149.5,149.19,148.88,148.57,148.26,147.95,147.65,147.36,147.08,146.79,146.51,146.23,145.94,145.66,145.31,144.95,144.6,144.25,143.9,143.54,143.16,142.79,142.41,142.03,141.65,141.27,143.22,142.89,142.57,142.25,141.92
"Rhode Island","FF",149.86,149.57,149.29,149,148.69,148.39,148.08,147.77,147.46,147.15,146.94,146.66,146.37,146.09,145.81,145.52,145.24,144.83,144.47,144.12,143.77,143.41,143.06,142.69,142.31,141.93,141.55,141.18,140.8,142.81,142.49,142.16,141.84,141.51
"Rhode Island","Total Land Converted to Forest Land",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.41,0.41,0.41,0.41,0.41
"Rhode Island","CF",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Rhode Island","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island","OF",0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.23,0.23,0.23,0.23,0.23
"Rhode Island","SF",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12
"Rhode Island","WF",0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05
"Rhode Island","Total Forest Land Converted to Land",0.79,0.79,0.79,0.79,0.81,0.81,0.81,0.81,0.81,0.81,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.84,0.84,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.85,0.85,0.85,0.73,0.73,0.73,0.73,0.73
"Rhode Island","FC",0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.19,0.19
"Rhode Island","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island","FS",0.58,0.58,0.58,0.58,0.6,0.6,0.6,0.6,0.6,0.6,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.62,0.62,0.62,0.62,0.62,0.62,0.64,0.64,0.64,0.64,0.64,0.64,0.55,0.55,0.55,0.55,0.55
"Rhode Island","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Carolina","Total Forest Land",5345.14,5341.22,5337.29,5333.37,5328.27,5323.18,5318.08,5312.99,5307.9,5302.4,5296.9,5291.4,5285.9,5280.4,5275.46,5270.52,5265.58,5260.64,5255.7,5250.77,5244.38,5238,5231.62,5225.24,5218.86,5211.99,5205.11,5198.24,5191.36,5184.49,5213.13,5207.4,5201.68,5195.95
"South Carolina","FF",5331.34,5327.41,5323.49,5319.56,5311.79,5306.7,5301.61,5296.51,5291.42,5286.01,5280.51,5275.01,5269.51,5264.01,5261.89,5256.95,5252.01,5247.07,5242.13,5237.19,5228.2,5221.82,5215.44,5209.06,5202.68,5195.92,5189.04,5182.17,5175.29,5168.42,5199.74,5194.01,5188.28,5182.56
"South Carolina","Total Land Converted to Forest Land",13.8,13.8,13.8,13.8,16.48,16.48,16.48,16.48,16.48,16.39,16.39,16.39,16.39,16.39,13.57,13.57,13.57,13.57,13.57,13.57,16.18,16.18,16.18,16.18,16.18,16.07,16.07,16.07,16.07,16.07,13.39,13.39,13.39,13.39
"South Carolina","CF",2.99,2.99,2.99,2.99,3.57,3.57,3.57,3.57,3.57,3.55,3.55,3.55,3.55,3.55,2.94,2.94,2.94,2.94,2.94,2.94,3.5,3.5,3.5,3.5,3.5,3.48,3.48,3.48,3.48,3.48,2.9,2.9,2.9,2.9
"South Carolina","GF",4.17,4.17,4.17,4.17,4.98,4.98,4.98,4.98,4.98,4.96,4.96,4.96,4.96,4.96,4.1,4.1,4.1,4.1,4.1,4.1,4.89,4.89,4.89,4.89,4.89,4.86,4.86,4.86,4.86,4.86,4.05,4.05,4.05,4.05
"South Carolina","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Carolina","SF",5.67,5.67,5.67,5.67,6.77,6.77,6.77,6.77,6.77,6.73,6.73,6.73,6.73,6.73,5.58,5.58,5.58,5.58,5.58,5.58,6.65,6.65,6.65,6.65,6.65,6.6,6.6,6.6,6.6,6.6,5.5,5.5,5.5,5.5
"South Carolina","WF",0.97,0.97,0.97,0.97,1.16,1.16,1.16,1.16,1.16,1.15,1.15,1.15,1.15,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1.14,1.14,1.14,1.14,1.14,1.13,1.13,1.13,1.13,1.13,0.94,0.94,0.94,0.94
"South Carolina","Total Forest Land Converted to Land",17.73,17.73,17.73,17.73,21.57,21.57,21.57,21.57,21.57,21.89,21.89,21.89,21.89,21.89,18.51,18.51,18.51,18.51,18.51,18.51,22.56,22.56,22.56,22.56,22.56,22.94,22.94,22.94,22.94,22.94,19.12,19.12,19.12,19.12
"South Carolina","FC",3.29,3.29,3.29,3.29,4.08,4.08,4.08,4.08,4.08,4.22,4.22,4.22,4.22,4.22,3.66,3.66,3.66,3.66,3.66,3.66,4.59,4.59,4.59,4.59,4.59,4.82,4.82,4.82,4.82,4.82,4.02,4.02,4.02,4.02
"South Carolina","FG",4.66,4.66,4.66,4.66,5.34,5.34,5.34,5.34,5.34,5.02,5.02,5.02,5.02,5.02,3.84,3.84,3.84,3.84,3.84,3.84,4.11,4.11,4.11,4.11,4.11,3.5,3.5,3.5,3.5,3.5,2.92,2.92,2.92,2.92
"South Carolina","FO",0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.09,0.09,0.09,0.09,0.2,0.2,0.2,0.2,0.2,0.17,0.17,0.17,0.17
"South Carolina","FS",9.15,9.15,9.15,9.15,11.42,11.42,11.42,11.42,11.42,11.91,11.91,11.91,11.91,11.91,10.4,10.4,10.4,10.4,10.4,10.4,13.12,13.12,13.12,13.12,13.12,13.86,13.86,13.86,13.86,13.86,11.55,11.55,11.55,11.55
"South Carolina","FW",0.59,0.59,0.59,0.59,0.7,0.7,0.7,0.7,0.7,0.69,0.69,0.69,0.69,0.69,0.57,0.57,0.57,0.57,0.57,0.57,0.65,0.65,0.65,0.65,0.65,0.57,0.57,0.57,0.57,0.57,0.48,0.48,0.48,0.48
"South Dakota","Total Forest Land",705.97,707.26,708.56,709.85,711.28,712.7,714.12,715.55,716.97,718.4,719.96,721.52,723.08,724.64,726.2,727.76,729.45,731.13,732.82,734.5,736.18,737.87,739.6,741.34,743.08,744.81,746.55,748.29,739.6,741.34,743.08,744.81,746.55,748.29
"South Dakota","FF",701.36,702.66,703.95,705.24,706.56,707.99,709.41,710.83,712.26,713.68,715.12,716.68,718.25,719.81,721.37,722.93,724.48,726.16,727.84,729.53,731.21,732.9,734.48,736.22,737.95,739.69,741.43,743.16,734.48,736.22,737.95,739.69,741.43,743.16
"South Dakota","Total Land Converted to Forest Land",4.61,4.61,4.61,4.61,4.71,4.71,4.71,4.71,4.71,4.71,4.84,4.84,4.84,4.84,4.84,4.84,4.97,4.97,4.97,4.97,4.97,4.97,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12
"South Dakota","CF",0.7,0.7,0.7,0.7,0.72,0.72,0.72,0.72,0.72,0.72,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.77,0.77,0.77,0.77,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"South Dakota","GF",3.42,3.42,3.42,3.42,3.5,3.5,3.5,3.5,3.5,3.5,3.58,3.58,3.58,3.58,3.58,3.58,3.67,3.67,3.67,3.67,3.67,3.67,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78
"South Dakota","OF",0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
"South Dakota","SF",0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
"South Dakota","WF",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
"South Dakota","Total Forest Land Converted to Land",3.31,3.31,3.31,3.31,3.29,3.29,3.29,3.29,3.29,3.29,3.27,3.27,3.27,3.27,3.27,3.27,3.29,3.29,3.29,3.29,3.29,3.29,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39
"South Dakota","FC",0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
"South Dakota","FG",1.4,1.4,1.4,1.4,1.38,1.38,1.38,1.38,1.38,1.38,1.37,1.37,1.37,1.37,1.37,1.37,1.39,1.39,1.39,1.39,1.39,1.39,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
"South Dakota","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Dakota","FS",1.21,1.21,1.21,1.21,1.2,1.2,1.2,1.2,1.2,1.2,1.19,1.19,1.19,1.19,1.19,1.19,1.17,1.17,1.17,1.17,1.17,1.17,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
"South Dakota","FW",0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
"South Dakota","Total Woodlands Remaining Woodlands",1.48,1.54,1.6,1.65,1.71,1.81,1.9,2,2.1,2.2,2.29,2.47,2.64,2.82,2.99,3.17,3.34,3.66,3.98,4.3,4.62,4.94,5.26,5.87,6.47,7.08,7.69,8.29,5.26,5.87,6.47,7.08,7.69,8.29
"Tennessee","Total Forest Land",5658.83,5656.99,5655.16,5653.32,5651.48,5649.64,5647.8,5645.97,5643.89,5641.81,5639.73,5637.66,5635.58,5633.5,5631.42,5629.08,5626.73,5624.38,5622.03,5619.68,5617.33,5614.98,5611.88,5608.77,5605.67,5602.57,5599.47,5596.36,5612.32,5609.66,5607,5604.34,5601.68,5599.02
"Tennessee","FF",5635.56,5637.08,5635.24,5633.4,5631.57,5629.73,5627.89,5626.05,5624.01,5621.93,5619.85,5617.78,5615.7,5613.62,5611.55,5609.24,5606.89,5604.54,5602.19,5599.84,5597.49,5595.14,5588.79,5585.69,5582.58,5579.48,5576.38,5573.28,5592.53,5589.87,5587.21,5584.55,5581.89,5579.23
"Tennessee","Total Land Converted to Forest Land",23.27,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.84,19.84,19.84,19.84,19.84,19.84,19.84,23.09,23.09,23.09,23.09,23.09,23.09,19.79,19.79,19.79,19.79,19.79,19.79
"Tennessee","CF",10.5,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.97,8.97,8.97,8.97,8.97,8.97,8.97,8.95,8.95,8.95,8.95,8.95,8.95,8.95,10.42,10.42,10.42,10.42,10.42,10.42,8.93,8.93,8.93,8.93,8.93,8.93
"Tennessee","GF",6.29,5.38,5.38,5.38,5.38,5.38,5.38,5.38,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.36,5.36,5.36,5.36,5.36,5.36,5.36,6.24,6.24,6.24,6.24,6.24,6.24,5.35,5.35,5.35,5.35,5.35,5.35
