"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Iowa","CF",3.66,3.66,3.66,3.66,3.67,3.67,3.67,3.67,3.67,3.67,3.68,3.68,3.68,3.68,3.68,3.68,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76
"Iowa","GF",5.41,5.41,5.41,5.41,5.43,5.43,5.43,5.43,5.43,5.43,5.46,5.46,5.46,5.46,5.46,5.46,4.72,4.72,4.72,4.72,4.72,4.72,4.72,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
"Iowa","OF",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
"Iowa","SF",2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.11,2.11,2.11,2.11,2.11,2.11,1.82,1.82,1.82,1.82,1.82,1.82,1.82,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
"Iowa","WF",0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
"Iowa","Total Forest Land Converted to Land",11.82,11.82,11.82,11.82,11.51,11.51,11.51,11.51,11.51,11.51,11.09,11.09,11.09,11.09,11.09,11.09,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83,9.83
"Iowa","FC",4.01,4.01,4.01,4.01,4.05,4.05,4.05,4.05,4.05,4.05,4.11,4.11,4.11,4.11,4.11,4.11,3.6,3.6,3.6,3.6,3.6,3.6,3.6,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
"Iowa","FG",5.3,5.3,5.3,5.3,5.02,5.02,5.02,5.02,5.02,5.02,4.58,4.58,4.58,4.58,4.58,4.58,3.33,3.33,3.33,3.33,3.33,3.33,3.33,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
"Iowa","FO",0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.08,0.08,0.08,0.08,0.08,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
"Iowa","FS",1.08,1.08,1.08,1.08,1.07,1.07,1.07,1.07,1.07,1.07,1.06,1.06,1.06,1.06,1.06,1.06,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
"Iowa","FW",1.39,1.39,1.39,1.39,1.33,1.33,1.33,1.33,1.33,1.33,1.26,1.26,1.26,1.26,1.26,1.26,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
"Kansas","Total Forest Land",1089.62,1085.68,1081.73,1077.79,1073.52,1069.26,1064.99,1060.73,1056.46,1052.2,1047.6,1043,1038.4,1033.8,1029.2,1024.6,1019.65,1014.71,1009.77,1004.82,999.88,994.93,989.64,984.35,979.06,973.77,968.47,963.18,989.64,984.35,979.06,973.77,968.47,963.18
"Kansas","FF",1071.35,1067.41,1063.46,1059.52,1055.68,1051.42,1047.15,1042.89,1038.62,1034.36,1030.22,1025.62,1021.02,1016.42,1011.82,1007.22,1002.77,997.83,992.88,987.94,982.99,978.05,973.29,968,962.71,957.41,952.12,946.83,973.29,968,962.71,957.41,952.12,946.83
"Kansas","Total Land Converted to Forest Land",18.27,18.27,18.27,18.27,17.84,17.84,17.84,17.84,17.84,17.84,17.38,17.38,17.38,17.38,17.38,17.38,16.88,16.88,16.88,16.88,16.88,16.88,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35,16.35
"Kansas","CF",6.15,6.15,6.15,6.15,6,6,6,6,6,6,5.83,5.83,5.83,5.83,5.83,5.83,5.65,5.65,5.65,5.65,5.65,5.65,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46
"Kansas","GF",11.12,11.12,11.12,11.12,10.87,10.87,10.87,10.87,10.87,10.87,10.59,10.59,10.59,10.59,10.59,10.59,10.3,10.3,10.3,10.3,10.3,10.3,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98
"Kansas","OF",0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
"Kansas","SF",0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.86,0.86,0.86,0.84,0.84,0.84,0.84,0.84,0.84,0.82,0.82,0.82,0.82,0.82,0.82,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"Kansas","WF",0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"Kansas","Total Forest Land Converted to Land",22.21,22.21,22.21,22.21,22.11,22.11,22.11,22.11,22.11,22.11,21.98,21.98,21.98,21.98,21.98,21.98,21.83,21.83,21.83,21.83,21.83,21.83,21.64,21.64,21.64,21.64,21.64,21.64,21.64,21.64,21.64,21.64,21.64,21.64
"Kansas","FC",5.6,5.6,5.6,5.6,5.64,5.64,5.64,5.64,5.64,5.64,5.69,5.69,5.69,5.69,5.69,5.69,5.73,5.73,5.73,5.73,5.73,5.73,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77
"Kansas","FG",13.52,13.52,13.52,13.52,13.31,13.31,13.31,13.31,13.31,13.31,13.07,13.07,13.07,13.07,13.07,13.07,12.79,12.79,12.79,12.79,12.79,12.79,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45
"Kansas","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kansas","FS",2.5,2.5,2.5,2.5,2.55,2.55,2.55,2.55,2.55,2.55,2.62,2.62,2.62,2.62,2.62,2.62,2.71,2.71,2.71,2.71,2.71,2.71,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82
"Kansas","FW",0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
"Kentucky","Total Forest Land",5180.67,5175.45,5170.23,5164.49,5158.75,5153,5147.26,5141.52,5135.77,5130.36,5124.95,5119.53,5114.12,5108.71,5103.3,5097.88,5090.97,5084.06,5077.15,5070.24,5063.33,5056.41,5048.95,5041.49,5034.03,5026.57,5019.11,5011.65,5050.02,5043.62,5037.23,5030.83,5024.44,5018.04
"Kentucky","FF",5157.92,5152.7,5147.48,5141.87,5136.13,5130.39,5124.64,5118.9,5113.16,5111.11,5105.69,5100.28,5094.87,5089.45,5084.04,5078.63,5068.68,5061.77,5054.85,5047.94,5041.03,5034.12,5026.84,5019.38,5011.92,5004.46,4997,4989.54,5031.07,5024.67,5018.28,5011.88,5005.49,4999.09
"Kentucky","Total Land Converted to Forest Land",22.75,22.75,22.75,22.61,22.61,22.61,22.61,22.61,22.61,19.25,19.25,19.25,19.25,19.25,19.25,19.25,22.29,22.29,22.29,22.29,22.29,22.29,22.11,22.11,22.11,22.11,22.11,22.11,18.95,18.95,18.95,18.95,18.95,18.95
"Kentucky","CF",5.33,5.33,5.33,5.29,5.29,5.29,5.29,5.29,5.29,4.51,4.51,4.51,4.51,4.51,4.51,4.51,5.22,5.22,5.22,5.22,5.22,5.22,5.17,5.17,5.17,5.17,5.17,5.17,4.43,4.43,4.43,4.43,4.43,4.43
"Kentucky","GF",8.47,8.47,8.47,8.42,8.42,8.42,8.42,8.42,8.42,7.17,7.17,7.17,7.17,7.17,7.17,7.17,8.31,8.31,8.31,8.31,8.31,8.31,8.24,8.24,8.24,8.24,8.24,8.24,7.06,7.06,7.06,7.06,7.06,7.06
"Kentucky","OF",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"Kentucky","SF",8.61,8.61,8.61,8.56,8.56,8.56,8.56,8.56,8.56,7.29,7.29,7.29,7.29,7.29,7.29,7.29,8.44,8.44,8.44,8.44,8.44,8.44,8.37,8.37,8.37,8.37,8.37,8.37,7.18,7.18,7.18,7.18,7.18,7.18
"Kentucky","WF",0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.26,0.26,0.26,0.26,0.26,0.26
"Kentucky","Total Forest Land Converted to Land",27.97,27.97,27.97,28.36,28.36,28.36,28.36,28.36,28.36,24.67,24.67,24.67,24.67,24.67,24.67,24.67,29.21,29.21,29.21,29.21,29.21,29.21,29.57,29.57,29.57,29.57,29.57,29.57,25.35,25.35,25.35,25.35,25.35,25.35
"Kentucky","FC",6.51,6.51,6.51,6.66,6.66,6.66,6.66,6.66,6.66,5.87,5.87,5.87,5.87,5.87,5.87,5.87,7.08,7.08,7.08,7.08,7.08,7.08,7.37,7.37,7.37,7.37,7.37,7.37,6.31,6.31,6.31,6.31,6.31,6.31
"Kentucky","FG",8.48,8.48,8.48,8.16,8.16,8.16,8.16,8.16,8.16,6.65,6.65,6.65,6.65,6.65,6.65,6.65,7.26,7.26,7.26,7.26,7.26,7.26,6.63,6.63,6.63,6.63,6.63,6.63,5.68,5.68,5.68,5.68,5.68,5.68
"Kentucky","FO",0.56,0.56,0.56,0.57,0.57,0.57,0.57,0.57,0.57,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.52,0.52,0.52,0.52,0.52,0.52,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3
"Kentucky","FS",11.63,11.63,11.63,12.14,12.14,12.14,12.14,12.14,12.14,10.92,10.92,10.92,10.92,10.92,10.92,10.92,13.44,13.44,13.44,13.44,13.44,13.44,14.27,14.27,14.27,14.27,14.27,14.27,12.23,12.23,12.23,12.23,12.23,12.23
"Kentucky","FW",0.79,0.79,0.79,0.83,0.83,0.83,0.83,0.83,0.83,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.91,0.91,0.91,0.91,0.91,0.91,0.95,0.95,0.95,0.95,0.95,0.95,0.82,0.82,0.82,0.82,0.82,0.82
"Louisiana","Total Forest Land",5926.08,5930.43,5934.58,5938.72,5942.86,5947,5951.15,5955.29,5959.43,5963.57,5967.72,5972.03,5976.35,5980.67,5984.98,5989.3,5993.62,5997.93,6002.25,6005.37,6008.49,6011.61,6014.73,6017.84,6020.96,6024.08,6027.2,6030.32,6005.76,6009.27,6012.78,6016.29,6019.79,6023.3
"Louisiana","FF",5904.67,5909.02,5913.06,5917.2,5921.34,5925.48,5929.63,5933.77,5937.91,5942.05,5946.2,5947.72,5952.04,5956.36,5960.67,5964.99,5969.31,5973.62,5977.94,5983.7,5986.82,5989.94,5993.06,5996.18,5999.29,6002.41,6005.53,6008.65,5981.38,5984.89,5988.4,5991.91,5995.42,5998.92
"Louisiana","Total Land Converted to Forest Land",21.42,21.42,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,21.67,21.67,21.67,21.67,21.67,21.67,21.67,21.67,21.67,24.38,24.38,24.38,24.38,24.38,24.38
"Louisiana","CF",10.59,10.59,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,12.06,12.06,12.06,12.06,12.06,12.06
"Louisiana","GF",3.64,3.64,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,4.13,4.13,4.13,4.13,4.13,4.13
"Louisiana","OF",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05
"Louisiana","SF",5.14,5.14,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.85,5.85,5.85,5.85,5.85,5.85
"Louisiana","WF",2,2,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.3,2.3,2.3,2.3,2.3,2.3
"Louisiana","Total Forest Land Converted to Land",17.07,17.07,17.38,17.38,17.38,17.38,17.38,17.38,17.38,17.38,17.38,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,20.87,20.87,20.87,20.87,20.87,20.87
"Louisiana","FC",2.55,2.55,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.47,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.57,2.57,2.57,2.57,2.57,2.57
"Louisiana","FG",4.89,4.89,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,5.14,5.14,5.14,5.14,5.14,5.14
"Louisiana","FO",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.45,0.45
"Louisiana","FS",8.36,8.36,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,11.41,11.41,11.41,11.41,11.41,11.41
"Louisiana","FW",1.24,1.24,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.3,1.3,1.3,1.3,1.3,1.3
"Maine","Total Forest Land",7175.55,7173.29,7171.04,7168.78,7166.53,7164.07,7161.62,7159.16,7156.7,7154.25,7151.57,7148.88,7146.2,7143.52,7140.84,7137.89,7134.93,7131.98,7129.02,7126.07,7122.74,7119.42,7116.09,7112.77,7109.44,7105.17,7100.91,7096.64,7092.37,7088.11,7105.17,7100.91,7096.64,7092.37
"Maine","FF",7171.62,7169.36,7167.11,7164.85,7162.59,7160.15,7157.69,7155.24,7152.78,7150.33,7147.66,7144.98,7142.3,7139.61,7136.93,7133.99,7131.04,7128.09,7125.13,7122.18,7118.87,7115.55,7112.22,7108.89,7105.57,7101.33,7097.06,7092.79,7088.53,7084.26,7101.33,7097.06,7092.79,7088.53
"Maine","Total Land Converted to Forest Land",3.93,3.93,3.93,3.93,3.93,3.92,3.92,3.92,3.92,3.92,3.91,3.91,3.91,3.91,3.91,3.89,3.89,3.89,3.89,3.89,3.87,3.87,3.87,3.87,3.87,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85
"Maine","CF",0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
"Maine","GF",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Maine","OF",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Maine","SF",2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.15,2.15,2.15,2.15,2.15,2.14,2.14,2.14,2.14,2.14,2.13,2.13,2.13,2.13,2.13,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11
"Maine","WF",1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.65,1.65,1.65,1.65,1.65,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64
"Maine","Total Forest Land Converted to Land",6.19,6.19,6.19,6.19,6.19,6.38,6.38,6.38,6.38,6.38,6.59,6.59,6.59,6.59,6.59,6.84,6.84,6.84,6.84,6.84,7.2,7.2,7.2,7.2,7.2,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11
"Maine","FC",0.52,0.52,0.52,0.52,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"Maine","FG",0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.37,0.37,0.37,0.37,0.37,0.42,0.42,0.42,0.42,0.42,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53
"Maine","FO",0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.27,0.27,0.27,0.27,0.27,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
"Maine","FS",4.48,4.48,4.48,4.48,4.48,4.66,4.66,4.66,4.66,4.66,4.86,4.86,4.86,4.86,4.86,5.08,5.08,5.08,5.08,5.08,5.32,5.32,5.32,5.32,5.32,5.59,5.59,5.59,5.59,5.59,5.59,5.59,5.59,5.59
"Maine","FW",0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
"Maryland","Total Forest Land",1062.49,1059.34,1056.19,1053.05,1049.79,1046.54,1043.28,1040.03,1036.77,1033.52,1030.15,1026.78,1023.41,1020.04,1016.67,1013.31,1009.82,1006.33,1002.84,999.35,995.86,992.37,988.73,985.1,981.47,977.84,974.2,970.57,988.73,985.1,981.47,977.84,974.2,970.57
"Maryland","FF",1060.42,1057.27,1054.12,1050.98,1047.76,1044.51,1041.25,1038,1034.74,1031.49,1028.16,1024.8,1021.43,1018.06,1014.69,1011.32,1007.88,1004.39,1000.9,997.41,993.92,990.43,986.84,983.21,979.58,975.94,972.31,968.68,986.84,983.21,979.58,975.94,972.31,968.68
"Maryland","Total Land Converted to Forest Land",2.07,2.07,2.07,2.07,2.03,2.03,2.03,2.03,2.03,2.03,1.98,1.98,1.98,1.98,1.98,1.98,1.94,1.94,1.94,1.94,1.94,1.94,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89
"Maryland","CF",0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
"Maryland","GF",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
"Maryland","OF",0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"Maryland","SF",1.59,1.59,1.59,1.59,1.56,1.56,1.56,1.56,1.56,1.56,1.52,1.52,1.52,1.52,1.52,1.52,1.49,1.49,1.49,1.49,1.49,1.49,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
"Maryland","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland","Total Forest Land Converted to Land",5.21,5.21,5.21,5.21,5.28,5.28,5.28,5.28,5.28,5.28,5.35,5.35,5.35,5.35,5.35,5.35,5.43,5.43,5.43,5.43,5.43,5.43,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53
"Maryland","FC",1.82,1.82,1.82,1.82,1.85,1.85,1.85,1.85,1.85,1.85,1.88,1.88,1.88,1.88,1.88,1.88,1.9,1.9,1.9,1.9,1.9,1.9,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93
"Maryland","FG",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
"Maryland","FO",0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
"Maryland","FS",2.07,2.07,2.07,2.07,2.1,2.1,2.1,2.1,2.1,2.1,2.14,2.14,2.14,2.14,2.14,2.14,2.17,2.17,2.17,2.17,2.17,2.17,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21
"Maryland","FW",0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
"Massachusetts","Total Forest Land",1231.17,1229.87,1228.56,1227.26,1226.12,1224.99,1223.85,1222.71,1221.57,1220.44,1219.25,1218.06,1216.87,1215.68,1214.49,1213.3,1212.06,1210.81,1209.57,1208.33,1207.08,1205.84,1204.54,1203.24,1201.94,1200.64,1199.34,1198.04,1204.54,1203.24,1201.94,1200.64,1199.34,1198.04
"Massachusetts","FF",1229.63,1228.33,1227.02,1225.72,1224.85,1223.71,1222.57,1221.44,1220.3,1219.16,1217.98,1216.79,1215.6,1214.41,1213.22,1212.03,1210.8,1209.55,1208.31,1207.07,1205.82,1204.58,1203.29,1201.99,1200.69,1199.39,1198.08,1196.78,1203.29,1201.99,1200.69,1199.39,1198.08,1196.78
"Massachusetts","Total Land Converted to Forest Land",1.54,1.54,1.54,1.54,1.28,1.28,1.28,1.28,1.28,1.28,1.27,1.27,1.27,1.27,1.27,1.27,1.26,1.26,1.26,1.26,1.26,1.26,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
"Massachusetts","CF",0.28,0.28,0.28,0.28,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
"Massachusetts","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts","SF",1.21,1.21,1.21,1.21,1.01,1.01,1.01,1.01,1.01,1.01,1,1,1,1,1,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
"Massachusetts","WF",0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
"Massachusetts","Total Forest Land Converted to Land",2.84,2.84,2.84,2.84,2.41,2.41,2.41,2.41,2.41,2.41,2.46,2.46,2.46,2.46,2.46,2.46,2.5,2.5,2.5,2.5,2.5,2.5,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
"Massachusetts","FC",0.42,0.42,0.42,0.42,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
"Massachusetts","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts","FO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Massachusetts","FS",1.57,1.57,1.57,1.57,1.33,1.33,1.33,1.33,1.33,1.33,1.36,1.36,1.36,1.36,1.36,1.36,1.38,1.38,1.38,1.38,1.38,1.38,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
"Massachusetts","FW",0.86,0.86,0.86,0.86,0.73,0.73,0.73,0.73,0.73,0.73,0.75,0.75,0.75,0.75,0.75,0.75,0.77,0.77,0.77,0.77,0.77,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
